text,user_location,target
"For those like @BenSasse who care more about football than its players, here is the heartbreaking story of an… https://t.co/P8dpW09aiH",USA,1
The most effective and least effective #COVID19 masks. #WearAMask https://t.co/7DPWOiZHIg,"New Jersey, USA",1
"My Dad always taught me “u r worth your weight in Wendy’s Baconators!”

Glad to finally have a @POTUS who believes… https://t.co/VUc5xliZfF","Virginia, USA",1
"@DrTomFrieden WADR, 

The Moral Of This Tragedy... 

F’ING ACT LIKE YOU HAVE 

#COVID19 , &amp; EVERY PERSON 

YOU SEE,… https://t.co/HV7Qvk2u6d",USA,1
See @Forbes article below tweet #COVID19 🦠😷#MaskUp #unemploymentextension #EvictionMoratorium https://t.co/6Q5arCZtFP,"Georgia, USA",2
"Everyday we wake up to the growing impacts of the #ChineseVirus pandemic. Meanwhile, #China is tripling its propaga… https://t.co/Q6mAZJ87jy",California USA,1
NEW VIDEO: Upward trend in expectations for the labor market and household finances pause following #COVID19. https://t.co/n8jteoD7J9,"New York City, USA",2
"We are better when we all do our part to stop the spread of #COVID19. Together, we can put #Houston on the road to… https://t.co/cl9PK4GhJJ","Houston, TX, USA",1
@Jim_Jordan Perhaps we could have had college football if the clown 🤡 in the Oval Office had taken #COVID19 serious… https://t.co/QA0ISVtd2P,United States,2
@Cleavon_MD @marcorubio @realDonaldTrump @GOP @BetsyDeVosED @AFTunion @NEAToday Total failure of Leadership!… https://t.co/uqnfKfAClq,"New Jersey, USA",0
"US Coronavirus: More than 97,000 children tested positive for Covid-19 in the last two weeks of July, report says |… https://t.co/UuAGjK6M7D",United States,1
"#Arizona Hospital Assets - 8/10
date = lowest since
Usage census:
Acute care beds:80%⬇️
ICU:81%⬇️
Emergency: 39%⬆️… https://t.co/WWP5m0JHO5","Arizona, USA",0
"What does it mean to be ""no-contact"" in your industry? -
https://t.co/Udh18vi34N
#contactlessservices #COVID19… https://t.co/hdqmnr5xjJ","Fremont, CA, USA",2
U.S. gaming industry records another excellent quarter as pandemic fuels sales https://t.co/giPm5UYiBC #Gaming… https://t.co/mXAw640Zmf,"Delaware, USA",1
"@GOP @TimMurtaugh There are 160,000 and their families who differ with the President's focus on economic growth whi… https://t.co/U6mS6BX7Wv",USA,1
"If you lost a loved one to #COVID19, our volunteers are here for you. We’ve created a Virtual Family Assistance Cen… https://t.co/DV4BD0vO7V","New Jersey, USA",1
"#covid19 #quarantine #tennessee #photography #photooftheday #mountains #mondaymotivation #monday @ Rockwood, Tennes… https://t.co/R7XvA7uZRB",United States,2
Delta bans 100 passengers from taking flights and adding them to a “no fly” list for refusing to wear masks… https://t.co/hFqedKclod,United States,0
Hey @realDonaldTrump remember when you said Executive Orders were an outrage used by a president who couldn’t get a… https://t.co/HFHWiWVpXq,"Massachusetts, USA",0
"Soap is #hope 🧼 

Wash your hands frequently. And oh, #MaskUp! 

#COVID19 is not over yet. https://t.co/YoXWXsoeLq","New York, USA",2
There is free #COVID19 testing #HappeningNow in Portsmouth at the Calvary Baptist church off London Blvd. they will… https://t.co/LMWw6Zp9fc,"Virginia, USA",1
"@henrymcmaster I guess sacrificing the kids for the economy is A-OK. 

100K cases of #COVID19, 2K dead in SC alone.… https://t.co/03707YJg9k",Southeast USA,0
@Jim_Jordan America needs a Covid Plan. #GOPCancer #COVID19,"Kentucky, USA",2
"Troubling trend: More young people now getting #COVID19.

More young people are getting sick, in numbers so large t… https://t.co/l78i733jBi","California, USA",0
Tackling systemic issues require systemic solutions—that’s why we need a prompt federal #COVID19 relief package to… https://t.co/RFFm3V4pxp,"California, USA",1
Even before #covid19 the US #recycling system was in a crisis. Find out how forward-thinking companies and the… https://t.co/qOCcTRnVSH,United States,0
"Here's a new store at the Aventura Mall. Great new business opportunities, products and services often sprout up by… https://t.co/4aV8MTSPLN",Florida ~ USA,1
#America @POTUS⁩ says #COVID19 is not risk2 children. Think again @realDonaldTrump⁩ &amp; @GOP⁩ @BetsyDeVosED⁩ Ur sendi… https://t.co/zIcpFN8LIX,"Virginia, USA",2
"Calf who fled slaughterhouse and hit up NY freeway finds happy ending

https://t.co/IpEtO46GtJ

#vegan #fitness #covid19 #goals",United States,1
"Listen: The Other Ways The Coronavirus Affects Kids https://t.co/6bLKjRO0aM Dr. Raj Naik, WIAAP board member, on th… https://t.co/uFcj6zKtVE","Wisconsin, USA",2
@JoeBiden What happens when the next pandemic forms? Donald Trump was not prepared for #COVID19 and the USA no long… https://t.co/HP51nfyZ3q,"Louisiana, USA",0
"#EDUCATION: To Test or Not to Test: #Students Missed a Lot of #Learning This Spring, but Experts Disagree on How —… https://t.co/gYXtWDFEgI",USA,0
"FACT: ⁦@realDonaldTrump⁩ closed the pandemic preparedness office when he assumed office. There’s now over 160,000 A… https://t.co/6FdMjWoJiU",United States,2
@GOP @TimMurtaugh Has @realDonaldTrump’s bungling of #COVID19 improved anyone’s life?,USA,1
"For Hoosiers with mental health issues and #SUD, #COVID19 has has limited access to treatment and recovery services… https://t.co/HPprxtHvHV","Indiana, USA",0
"#COVID19 #ReOpenNC

""Well here's a massive co-incidence for you.... ""

""The supreme art of war is to subdue the ene… https://t.co/s10klM8xzn","North Carolina, USA",1
"#Arizona #COVID19 Test Positivity ratios for (8/10)

1. Cases to PCR Tests: 10.6%%
2. Cases to All Tests: 8.8%%
3.… https://t.co/7PivdMQjcZ","Arizona, USA",1
"The only two airlines I trust w/ my physical safety &amp; wellbeing, if I have to travel, are @Delta &amp; @HawaiianAir.

#COVID19","Washington, USA",1
"Can San Francisco realize the dream of public internet?

The #COVID19 pandemic has cast a spotlight on San Francisc… https://t.co/i3KfGYy1i3","California, USA",1
"EVERY time, someone tries to act like there is NO VIRUS, SOMEONE ends up dead.
Many countries consider
#COVID19… https://t.co/LJDALQRrTZ","Virginia, USA",0
"We should all remember that Trump has control of the totals of #COVID19 numbers.

I am sure we all remember his ""on… https://t.co/IV5u4cddlH",United States,1
"#Coronavirus in #Maryland : How to get tested

#COVIDTest #COVID19 #COVIDTesting 
#CoronavirusTesting… https://t.co/OkXezUFHna","Illinois, USA",2
"Thank you @NVstateparks for reminding us how to recreate responsibly during #COVID19

https://t.co/AIf8odjKgI","Nevada, USA",1
"When it's that #time of the #month, the @Slayer plays
#Cum #subscribe to #LordThorgorath if you're having a #PMS… https://t.co/UYNR24JLgF","Lawrenceville, Georgia, U.S.A.",1
"In the race to develop a #COVID19 vaccine, #GAstartup #PRiMEVectorTechnologies from Tübingen received funding &amp; sup… https://t.co/PBOQIW0FiB","Germany, USA, Southeast Asia",2
This ain't nothing new again...they been waiting to fuck us up some more .... #COVID19 #TruthBeTold https://t.co/VlJaGaJ4c8,"Florida, USA",0
"#Arizona  #COVID19 report (8/10)
Confirmed Cases: 187,523
New Cases: 600
7 Day Change: -48%
Confirmed Deaths: 4,154… https://t.co/kOl4V9UNSU","Arizona, USA",2
"If this report is true and the Big 10 does cancel their season, The Ohio State needs to break away from this nonsen… https://t.co/TsCxU5qnQw","Ohio, USA",1
So @arneduncan thinks @TheDemocrats could have done #COVID19 better than @POTUS. Wasn’t Duncan another @wingman” fo… https://t.co/qQrU4y1jlm,"Florida, USA",1
What to Expect with #Telemedicine After #COVID19 by Dr. Shashita Inamdar @AchieveTMS #telehealth https://t.co/AaBL508KUB,United States,2
"Meeting planners are in a tough spot as #covid19 deeply impacts travel and event planning, but the @afairhotel webs… https://t.co/QhQF4zcX5B",United States & Canada,0
"LIVE BLOG: Royal Caribbean reports bigger-than-expected loss on virus hit

https://t.co/Nue9ZfFujy via @PhocusWire… https://t.co/riw8G956gD","New York, USA",0
Am I the only one that thinks that a vaccine isn't coming anytime soon and that the government is just trying to bu… https://t.co/Z8GwI20e8w,"Florida, USA",2
@BarackObama is a BRILLIANT man and we were BLESSED to have him as our President for 8 years along with his EXCELLE… https://t.co/kFfIAR20Ow,"The Constitution State, USA",1
#COVID19 is the distraction. https://t.co/XAIF9N2QiF,"FL, USA, Simulation",0
@QuintonLucasKC Did Padre tell you that Catholics don’t get or spread #COVID19 Why did you give your approval for c… https://t.co/4HKpUeL8OT,United States,1
If you’re complaining about 2020 college football being cancelled AND you’re not wearing a mask or social distancin… https://t.co/BzhnPoJImM,"Iowa, USA",0
"They told you it was just ""elderly"" who would die. Y'all bought it &amp; let them die. Now they say it is ""kids dont di… https://t.co/QRFWausigw","Ohio, USA",0
"The Best of SAS Global Forum 2020 — #AI, #DataScience, #MachineLearning, and #BigData #Analytics — for social good,… https://t.co/dVuJ6CkvO0","Maryland, USA",1
"On Monday, President Donald Trump went on the attack against Senator Ben Sasse (R-NE) for condemning the coronaviru… https://t.co/mBy6iwcJqY",United States,0
@RossDellenger @SInow This is why The US is losing the battle against #COVID19.  #GOPCowards like @SenSasse and… https://t.co/mw4aFxhbxy,"Texas, USA",0
The impact of disorganization and confusion in #workplaces has not been stressed enough. An article in @UpshotNYT g… https://t.co/8fWYt32InF,"Texas, USA",0
Rose recently took time to share her story as we continue to recognize the important work being done on the frontli… https://t.co/dMByZjHu8a,"New York, USA",1
"From now on when the US pandemic death rates are reported, it must be emphasized that they’re mostly PREVENTABLE DE… https://t.co/8LAE4gVB6c","Florida, USA",0
@marcorubio Good news! Marco said he will personally pay all cost associated with students getting #COVID19 - medic… https://t.co/IpM3r89t6d,United States,1
"@nypost When will Jack McCoy indict Cuomo for murder???????

#COVID19 
#SchoolsMustShutdown","Alabama, USA",2
"The US reported 51,291 new #coronavirus cases and 616 new deaths on Sunday, coming in above the tally for the same… https://t.co/nNTWstm4Gd","California, USA",2
"Of every four people infected by #COVID19, one of them is American. “No other country has the testing insanity, bec… https://t.co/uXoumNEY5f",United States,0
As the #Covid19 pandemic continues if you're struggling w/ difficult emotions while it seems like others have 'move… https://t.co/mP86kUeVhk,USA,0
"This is my unemployment payment weekly without the $600 dollars.... I have 3 girls
 3 yo 5 yo 8 yo..im panicking...… https://t.co/sYPaDfkJCv","Indiana, USA",0
"The vaccine that everyone thinks will help #ReopenSchools may not even work. Not to diminish the significance, but… https://t.co/pTryfBUxGS","New Jersey, USA",1
Per Texas Public Charter School Association Texas schools do not have to provide remote learning during #COVID19.… https://t.co/EWKx8QC4O2,"Texas, USA",2
"I live in a county with a population around 200,000.
Of that 200,000 our state health organization is reporting 3,6… https://t.co/BbGxetxZRv","Mississippi, USA",2
' #Money is extremely #emotional': Here's how your #personality plays a role in personal finances… https://t.co/gJLsQxPuh4,"Charlotte, North Carolina, USA",1
keep the windows upon during school? most school windows don’t have screens on them do they?  #COVID19,The North American Continent ,2
The @MIGOP are willing accomplices to Trump's reckless and deadly behavior. That's why we must reelect MI Dems like… https://t.co/xlgwhk0f1F,"Michigan, USA",0
"Mouthwashes could reduce the risk of #coronavirus transmission. #COVID19 #COVID19MISSOURI #SARSCoV2
https://t.co/S40CIrcwTT","Bellwether State, USA",0
I don’t know who needs to hear this but these politicians attempts to save these criminals/prisoners from getting c… https://t.co/eTuuVbe1Ug,"New York, USA",1
Montgomery County Court buys #Illuvia machines to fight #COVID19 spread: https://t.co/3YqN0uDDc1… https://t.co/YWEmax0owF,"Ohio, USA",0
"The flu kills approximately 60,000 Americans per year.  Covid has killed almost 3 times that many Americans (162,00… https://t.co/cCs3sOTPgS","Kentucky, USA",0
“Trump's executive orders combined two paradoxical elements: overreach and impotence.” ⁦@realDonaldTrump⁩ ⁦… https://t.co/tejB91HjAY,"Georgia, USA",2
Is anyone else still having trouble not hugging people after not seeing them for awhile??? Like it goes again my na… https://t.co/LXEXsC6Cad,"Illinois, USA",0
100 #Mississippi #students have to #quarantine after a #teacher and some students test POSITIVE FOR #COVID19. But c… https://t.co/B6mnbFtqk4,"Pennsylvania, USA",1
"@GovKemp @Surgeon_General @ATLairport Hope @Surgeon_General doesn’t get #COVID19 traveling through the @ATLairport,… https://t.co/90n234eaum",America ,1
"VERY tired of hearing ab. which group should be sacrificed to Trump's agenda.

Until #COVID19 is under control, sto… https://t.co/cG8NiWpPMt","Illinois, USA",0
#RIPBOBMABENA How many people we gonna lose this year? #COVID19 #coronavirus we can’t live like this.,"New York, USA",0
"Growing food to feed food. | ""He calculated it would make more financial sense to grow grass for his cows."" Mark We… https://t.co/h3IHunB9il",United States HQ,1
If only we could figure out why #COVID19 cases are surging again... https://t.co/yV7HKuk5Bw,"Washington, USA",2
"Follow the science!!!!
Follow the science!!!!!

Ok, I get it....now ask
-whats the death rate?
-whats the hospitali… https://t.co/EqyU0KKvMV","Ohio and Florida, USA",0
New research by Penn IUR Scholar @reid_ewing shows that the spread of #COVID19 is exacerbated by economic and socia… https://t.co/THOqKyhVqc,"Philadelphia, PA (USA)",2
"Change all #passwords when you return to work. This &amp; other insights for #accountants included in new book, An… https://t.co/P0N3Sursi0",USA - Delaware,2
Lessons learned during the #COVID19 #pandemic can make #security teams even better poised to respond to and mitigat… https://t.co/CEzWIuwQeE,United States,1
